Designator,Mid X,Mid Y,Rotation,Layer
LED295,189.2353,-52.6,180.0,top
LED296,213.2353,-52.6,180.0,top
LED297,213.2353,-58.6,180.0,top
LED298,75.2353,-58.6,180.0,top
LED299,189.2353,-58.6,180.0,top
LED3,15.2353,-4.6,180.0,top
LED30,111.2353,-10.6,180.0,top
LED300,165.2353,-58.6,180.0,top
LED301,135.2353,-58.6,180.0,top
LED302,99.2353,-58.6,180.0,top
LED303,117.2353,-52.6,180.0,top
LED304,243.2353,-52.6,180.0,top
LED305,141.2353,-52.6,180.0,top
LED306,171.2353,-52.6,180.0,top
LED307,195.2353,-52.6,180.0,top
LED308,219.2353,-52.6,180.0,top
LED309,207.2353,-58.6,180.0,top
LED31,87.2353,-10.6,180.0,top
LED310,69.2353,-58.6,180.0,top
LED311,183.2353,-58.6,180.0,top
LED312,159.2353,-58.6,180.0,top
LED313,123.2353,-58.6,180.0,top
LED314,93.2353,-58.6,180.0,top
LED315,123.2353,-52.6,180.0,top
LED316,249.2353,-52.6,180.0,top
LED317,147.2353,-52.6,180.0,top
LED318,177.2353,-52.6,180.0,top
LED319,201.2353,-52.6,180.0,top
LED32,183.2353,-10.6,180.0,top
LED320,225.2353,-52.6,180.0,top
LED321,201.2353,-58.6,180.0,top
LED322,63.2353,-58.6,180.0,top
LED323,177.2353,-58.6,180.0,top
LED324,153.2353,-58.6,180.0,top
LED325,117.2353,-58.6,180.0,top
LED326,87.2353,-58.6,180.0,top
LED327,129.2353,-52.6,180.0,top
LED328,219.2353,-58.6,180.0,top
LED329,153.2353,-52.6,180.0,top
LED33,39.2353,-10.6,180.0,top
LED330,183.2353,-52.6,180.0,top
LED331,207.2353,-52.6,180.0,top
LED332,231.2353,-52.6,180.0,top
LED333,195.2353,-58.6,180.0,top
LED334,57.2353,-58.6,180.0,top
LED335,171.2353,-58.6,180.0,top
LED336,141.2353,-58.6,180.0,top
LED337,105.2353,-58.6,180.0,top
LED338,81.2353,-58.6,180.0,top
LED339,153.2353,-70.6,180.0,top
LED34,153.2353,-10.6,180.0,top
LED340,135.2353,-76.6,180.0,top
LED341,51.2353,-58.6,180.0,top
LED342,177.2353,-70.6,180.0,top
LED343,129.2353,-70.6,180.0,top
LED344,105.2353,-70.6,180.0,top
LED345,75.2353,-70.6,180.0,top
LED346,105.2353,-76.6,180.0,top
LED347,81.2353,-64.6,180.0,top
LED348,105.2353,-64.6,180.0,top
LED349,141.2353,-64.6,180.0,top
LED35,129.2353,-10.6,180.0,top
LED350,171.2353,-64.6,180.0,top
LED351,147.2353,-70.6,180.0,top
LED352,141.2353,-76.6,180.0,top
LED353,45.2353,-58.6,180.0,top
LED354,171.2353,-70.6,180.0,top
LED355,123.2353,-70.6,180.0,top
LED356,99.2353,-70.6,180.0,top
LED357,75.2353,-76.6,180.0,top
LED358,111.2353,-76.6,180.0,top
LED359,87.2353,-64.6,180.0,top
LED36,105.2353,-10.6,180.0,top
LED360,117.2353,-64.6,180.0,top
LED361,153.2353,-64.6,180.0,top
LED362,177.2353,-64.6,180.0,top
LED363,141.2353,-70.6,180.0,top
LED364,147.2353,-76.6,180.0,top
LED365,39.2353,-58.6,180.0,top
LED366,165.2353,-70.6,180.0,top
LED367,117.2353,-70.6,180.0,top
LED368,93.2353,-70.6,180.0,top
LED369,87.2353,-76.6,180.0,top
LED37,75.2353,-10.6,180.0,top
LED370,117.2353,-76.6,180.0,top
LED371,93.2353,-64.6,180.0,top
LED372,123.2353,-64.6,180.0,top
LED373,159.2353,-64.6,180.0,top
LED374,183.2353,-64.6,180.0,top
LED375,135.2353,-70.6,180.0,top
LED376,153.2353,-76.6,180.0,top
LED377,75.2353,-64.6,180.0,top
LED378,159.2353,-70.6,180.0,top
LED379,111.2353,-70.6,180.0,top
LED38,171.2353,-10.6,180.0,top
LED380,87.2353,-70.6,180.0,top
LED381,93.2353,-76.6,180.0,top
LED382,123.2353,-76.6,180.0,top
LED383,99.2353,-64.6,180.0,top
LED384,135.2353,-64.6,180.0,top
LED385,165.2353,-64.6,180.0,top
LED386,183.2353,-70.6,180.0,top
LED387,165.2353,-76.6,180.0,top
LED39,33.2353,-10.6,180.0,top
LED390,189.2353,-82.6,180.0,top
LED399,171.2353,-76.6,180.0,top
LED4,21.2353,-4.6,180.0,top
LED40,147.2353,-10.6,180.0,top
LED402,183.2353,-82.6,180.0,top
LED41,123.2353,-10.6,180.0,top
LED411,183.2353,-76.6,180.0,top
LED414,177.2353,-82.6,180.0,top
LED42,99.2353,-10.6,180.0,top
LED426,171.2353,-82.6,180.0,top
LED43,69.2353,-10.6,180.0,top
LED435,165.2353,-82.6,180.0,top
LED436,129.2353,-88.6,180.0,top
LED437,153.2353,-88.6,180.0,top
LED439,135.2353,-82.6,180.0,top
LED44,165.2353,-10.6,180.0,top
LED440,105.2353,-82.6,180.0,top
LED441,75.2353,-82.6,180.0,top
LED442,105.2353,-88.6,180.0,top
LED447,153.2353,-82.6,180.0,top
LED448,135.2353,-88.6,180.0,top
LED449,159.2353,-88.6,180.0,top
LED45,27.2353,-10.6,180.0,top
LED451,123.2353,-82.6,180.0,top
LED452,93.2353,-82.6,180.0,top
LED453,69.2353,-82.6,180.0,top
LED454,111.2353,-88.6,180.0,top
LED459,147.2353,-82.6,180.0,top
LED46,141.2353,-10.6,180.0,top
LED460,141.2353,-88.6,180.0,top
LED461,165.2353,-88.6,180.0,top
LED463,117.2353,-82.6,180.0,top
LED464,87.2353,-82.6,180.0,top
LED465,93.2353,-88.6,180.0,top
LED466,117.2353,-88.6,180.0,top
LED47,117.2353,-10.6,180.0,top
LED471,141.2353,-82.6,180.0,top
LED472,147.2353,-88.6,180.0,top
LED475,111.2353,-82.6,180.0,top
LED476,81.2353,-82.6,180.0,top
LED477,99.2353,-88.6,180.0,top
LED478,123.2353,-88.6,180.0,top
LED48,93.2353,-10.6,180.0,top
LED49,57.2353,-10.6,180.0,top
LED5,27.2353,-4.6,180.0,top
LED50,165.2353,-16.6,180.0,top
LED51,207.2353,-22.6,180.0,top
LED52,189.2353,-16.6,180.0,top
LED53,225.2353,-16.6,180.0,top
LED54,40.12,-62.92,0.0,top
LED55,231.2353,-22.6,180.0,top
LED56,171.2353,-16.6,180.0,top
LED57,201.2353,-22.6,180.0,top
LED58,201.2353,-16.6,180.0,top
LED59,231.2353,-16.6,180.0,top
LED6,33.2353,-4.6,180.0,top
LED60,249.2353,-22.6,180.0,top
LED61,225.2353,-22.6,180.0,top
LED62,177.2353,-16.6,180.0,top
LED63,195.2353,-22.6,180.0,top
LED64,207.2353,-16.6,180.0,top
LED65,243.2353,-16.6,180.0,top
LED66,243.2353,-22.6,180.0,top
LED67,219.2353,-22.6,180.0,top
LED68,183.2353,-16.6,180.0,top
LED69,189.2353,-22.6,180.0,top
LED7,39.2353,-4.6,180.0,top
LED70,219.2353,-16.6,180.0,top
LED71,249.2353,-16.6,180.0,top
LED72,237.2353,-22.6,180.0,top
LED73,213.2353,-22.6,180.0,top
LED74,15.2353,-22.6,180.0,top
LED75,153.2353,-28.6,180.0,top
LED76,15.2353,-28.6,180.0,top
LED77,51.2353,-28.6,180.0,top
LED78,93.2353,-28.6,180.0,top
LED79,123.2353,-28.6,180.0,top
LED8,45.2353,-4.6,180.0,top
LED80,9.2353,-22.6,180.0,top
LED81,159.2353,-28.6,180.0,top
LED82,27.2353,-28.6,180.0,top
LED83,63.2353,-28.6,180.0,top
LED84,99.2353,-28.6,180.0,top
LED85,129.2353,-28.6,180.0,top
LED87,165.2353,-28.6,180.0,top
LED88,33.2353,-28.6,180.0,top
LED89,69.2353,-28.6,180.0,top
LED9,51.2353,-4.6,180.0,top
LED90,105.2353,-28.6,180.0,top
LED91,135.2353,-28.6,180.0,top
LED92,9.2353,-28.6,180.0,top
LED93,171.2353,-28.6,180.0,top
LED94,45.2353,-28.6,180.0,top
LED95,87.2353,-28.6,180.0,top
LED96,111.2353,-28.6,180.0,top
LED97,147.2353,-28.6,180.0,top
LED98,135.2353,-34.6,180.0,top
LED99,21.2353,-40.6,180.0,top
R10,38.3,-62.5,90.0,top
R13,7.2,-4.9,270.0,top
R28,237.099999,-74.250002,0.0,top
R29,237.474999,-64.200002,0.0,top
R3,8.95674,-78.01247,80.0,top
R30,238.299999,-75.850002,0.0,top
R31,237.499999,-66.450002,0.0,top
R32,8.5,-57.65,90.0,top
R33,8.6,-63.7,90.0,top
R34,9.885675,-67.193899,270.0,top
R35,8.385675,-67.193899,90.0,top
R36,237.299999,-67.950002,0.0,top
R37,236.899999,-71.850002,0.0,top
R40,248.390001,-6.1,180.0,top
R41,251.3,-6.1,0.0,top
R6,13.8,-62.8,180.0,top
R7,26.306126,-70.129184,180.0,top
R8,29.5,-78.7,350.0,top
RP2350,19.069855,-71.529998,180.0,top
SPK1,132.2,-40.7,270.0,bottom
SW2,28.3,-81.1,170.0,top
SW3,12.7,-78.5,350.0,top
SW41,3.1,-8.6,270.0,top
SW49,3.2,-21.299999,270.0,top
SW55,3.2,-34.000001,270.0,top
SW56,3.100001,-47.3,270.0,top
SW57,255.7,-9.459999,90.0,top
SW58,255.699999,-22.100001,90.0,top
SW59,255.7,-34.8,90.0,top
SW60,255.799999,-47.700001,90.0,top
TP18,234.299999,-63.850002,0.0,top
TP19,234.199999,-67.050002,0.0,top
TP20,232.799999,-70.450002,0.0,top
TP21,233.799999,-73.350002,0.0,top
TP22,234.765143,-77.200002,0.0,top
U1,24.206104,-12.954139,180.0,top
U10,62.175331,-11.35,180.0,top
U11,59.24,-28.4,180.0,top
U12,26.287499,-61.150001,180.0,top
U13,56.175331,-45.35,180.0,top
U14,81.235331,-10.6,180.0,top
U15,78.175331,-27.65,180.0,top
U16,75.235331,-44.6,180.0,top
U17,79.3,-74.4,180.0,top
U18,63.5,-71.0,270.0,top
U19,99.0,-17.85,180.0,top
U2,62.305001,-79.5,0.0,top
U20,96.083534,-34.921252,180.0,top
U21,93.44,-51.9,180.0,top
U22,97.344946,-77.75,180.0,top
U23,116.710826,-25.051196,180.0,top
U24,113.715048,-42.0411,180.0,top
U25,111.0,-59.1,180.0,top
U26,129.1,-79.5,180.0,top
U27,142.2529,-25.051196,180.0,top
U28,145.2487,-42.0411,180.0,top
U29,148.0,-59.1,180.0,top
U3,51.034856,-68.95,270.0,top
U30,161.5,-77.75,180.0,top
U31,159.8844,-17.931349,180.0,top
U32,162.8802,-34.921252,180.0,top
U33,165.66,-51.95,180.0,top
U34,177.46,-10.6,180.0,top
U35,180.5,-27.65,180.0,top
U36,183.4728,-44.594347,180.0,top
U37,196.56,-11.35,180.0,top
U38,199.6049,-28.394935,180.0,top
U39,202.6006,-45.384838,180.0,top
U4,21.210325,-29.944042,180.0,top
U40,215.4328,-12.198376,180.0,top
U41,218.46,-29.2,180.0,top
U42,221.4,-46.1,180.0,top
U43,199.2,-69.9,280.0,top
U44,179.46,-74.5,180.0,top
U45,234.7576,-12.95,180.0,top
U46,237.7534,-29.944042,180.0,top
U47,240.3897,-46.933945,180.0,top
U48,54.49,-80.09,0.0,top
U5,18.54,-46.9,180.0,top
U6,34.95,-62.1,180.0,top
U7,43.335331,-12.2,180.0,top
U8,40.54,-29.2,180.0,top
U9,37.335331,-46.1,180.0,top
USB1,3.969856,-60.5,270.0,top
X1,26.721125,-72.679185,0.0,top
